As of,Rank,Last_Week_Rank,Title,Type_of_Film,Netflix_Exclusive,Netflix_Release_Date,Days_In_Top_10,Viewership_Score
5/21/21,2,-,The Woman in the Window,Movie,Yes,14-May-21,7,68
5/21/21,3,1,The Upshaws,TV Show,Yes,12-May-21,9,80
5/21/21,4,2,Jupiter_____ Legacy,TV Show,Yes,7-May-21,14,123
5/21/21,5,3,StartUp,TV Show,,4-May-21,12,65
5/21/21,6,-,Sabotage,Movie,,19-May-21,1,5
5/21/21,7,6,Cocomelon,TV Show,,1-Jun-20,210,693
5/21/21,8,4,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,21,168
5/21/21,9,-,Jungle Beat: The Movie,Movie,,14-May-21,6,17
5/21/21,10,-,"Love, Death & Robots",TV Show,Yes,15-Mar-19,6,24
5/22/21,1,-,Army of the Dead,Movie,Yes,21-May-21,1,10
5/22/21,2,-,Who Killed Sara?,TV Show,Yes,24-Mar-21,31,230
5/22/21,3,1,The Woman in the Window,Movie,Yes,14-May-21,8,76
5/22/21,4,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,18,113
5/22/21,5,2,The Upshaws,TV Show,Yes,12-May-21,10,86
5/22/21,6,4,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,22,173
5/22/21,7,8,Cocomelon,TV Show,,1-Jun-20,211,697
5/22/21,8,3,Jupiter_____ Legacy,TV Show,Yes,7-May-21,15,126
5/22/21,9,5,StartUp,TV Show,,4-May-21,13,67
5/22/21,10,-,Sabotage,Movie,,19-May-21,2,6
5/23/21,1,-,Army of the Dead,Movie,Yes,21-May-21,2,20
5/23/21,2,-,Who Killed Sara?,TV Show,Yes,24-Mar-21,32,239
5/23/21,3,1,The Woman in the Window,Movie,Yes,14-May-21,9,84
5/23/21,4,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,19,120
5/23/21,5,4,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,23,179
5/23/21,6,2,The Upshaws,TV Show,Yes,12-May-21,11,91
5/23/21,7,-,Sabotage,Movie,,19-May-21,3,10
5/23/21,8,9,Cocomelon,TV Show,,1-Jun-20,212,700
5/23/21,9,3,Jupiter_____ Legacy,TV Show,Yes,7-May-21,16,128
5/23/21,10,7,StartUp,TV Show,,4-May-21,14,68
5/24/21,1,-,Army of the Dead,Movie,Yes,21-May-21,3,30
5/24/21,2,-,Who Killed Sara?,TV Show,Yes,24-Mar-21,33,248
5/24/21,3,1,The Woman in the Window,Movie,Yes,14-May-21,10,92
5/24/21,4,-,Sabotage,Movie,,19-May-21,4,17
5/24/21,5,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,20,126
5/24/21,6,5,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,24,184
5/24/21,7,2,The Upshaws,TV Show,Yes,12-May-21,12,95
5/24/21,8,3,Jupiter_____ Legacy,TV Show,Yes,7-May-21,17,131
5/24/21,9,8,StartUp,TV Show,,4-May-21,15,70
5/24/21,10,10,Cocomelon,TV Show,,1-Jun-20,213,701
5/25/21,1,-,Army of the Dead,Movie,Yes,21-May-21,4,40
5/25/21,2,-,Who Killed Sara?,TV Show,Yes,24-Mar-21,34,257
5/25/21,3,1,The Woman in the Window,Movie,Yes,14-May-21,11,100
5/25/21,4,-,Sabotage,Movie,,19-May-21,5,24
5/25/21,5,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,21,132
5/25/21,6,5,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,25,189
5/25/21,7,2,The Upshaws,TV Show,Yes,12-May-21,13,99
5/25/21,8,3,Jupiter_____ Legacy,TV Show,Yes,7-May-21,18,134
5/25/21,9,8,StartUp,TV Show,,4-May-21,16,72
5/25/21,10,10,Cocomelon,TV Show,,1-Jun-20,214,702
5/26/21,1,-,Army of the Dead,Movie,Yes,21-May-21,5,50
5/26/21,2,-,Home,Movie,,25-May-21,1,9
5/26/21,3,-,Who Killed Sara?,TV Show,Yes,24-Mar-21,35,265
5/26/21,4,7,Cocomelon,TV Show,,1-Jun-20,215,709
5/26/21,5,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,22,138
5/26/21,6,4,StartUp,TV Show,,4-May-21,17,77
5/26/21,7,2,The Upshaws,TV Show,Yes,12-May-21,14,103
5/26/21,8,3,Jupiter_____ Legacy,TV Show,Yes,7-May-21,19,137
5/26/21,9,5,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,26,191
5/26/21,10,-,Sabotage,Movie,,19-May-21,6,25
5/27/21,1,-,Army of the Dead,Movie,Yes,21-May-21,6,60
5/27/21,2,-,Home,Movie,,25-May-21,2,18
5/27/21,3,1,Who Killed Sara?,TV Show,Yes,24-Mar-21,36,273
5/27/21,4,7,Cocomelon,TV Show,,1-Jun-20,216,716
5/27/21,5,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,23,144
5/27/21,6,5,StartUp,TV Show,,4-May-21,18,82
5/27/21,7,6,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,27,195
5/27/21,8,3,The Upshaws,TV Show,Yes,12-May-21,15,106
5/27/21,9,4,Jupiter_____ Legacy,TV Show,Yes,7-May-21,20,139
5/27/21,10,-,Sabotage,Movie,,19-May-21,7,26
5/28/21,1,-,Home,Movie,,25-May-21,3,28
5/28/21,2,-,Army of the Dead,Movie,Yes,21-May-21,7,69
5/28/21,3,-,Blue Miracle,Movie,Yes,27-May-21,1,8
5/28/21,4,-,Ragnarok,TV Show,Yes,31-Jan-20,1,7
5/28/21,5,1,Who Killed Sara?,TV Show,Yes,24-Mar-21,37,279
5/28/21,6,7,Cocomelon,TV Show,,1-Jun-20,217,721
5/28/21,7,8,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,28,199
5/28/21,8,-,Jurassic World: Camp Cretac__,TV Show,Yes,18-Sep-20,24,147
5/28/21,9,5,StartUp,TV Show,,4-May-21,19,84
5/28/21,10,3,The Upshaws,TV Show,Yes,12-May-21,16,107
5/29/21,1,-,Lucifer,TV Show,,15-Dec-18,21,146
5/29/21,2,-,Home,Movie,,25-May-21,4,37
5/29/21,3,-,Dog Gone Trouble,Movie,Yes,28-May-21,1,8
5/29/21,4,1,Army of the Dead,Movie,Yes,21-May-21,8,76
5/29/21,5,-,Blue Miracle,Movie,Yes,27-May-21,2,14
5/29/21,6,-,Ragnarok,TV Show,Yes,31-Jan-20,2,12
5/29/21,7,-,The Kominsky Method,TV Show,Yes,16-Nov-18,1,4
5/29/21,8,7,Cocomelon,TV Show,,1-Jun-20,218,724
5/29/21,9,2,Who Killed Sara?,TV Show,Yes,24-Mar-21,38,281
5/29/21,10,6,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,29,200
5/30/21,1,-,Lucifer,TV Show,,15-Dec-18,23,166
5/30/21,2,-,Dog Gone Trouble,Movie,Yes,28-May-21,2,17
5/30/21,3,-,Home,Movie,,25-May-21,5,45
5/30/21,4,1,Army of the Dead,Movie,Yes,21-May-21,9,83
5/30/21,5,-,Blue Miracle,Movie,Yes,27-May-21,3,20
5/30/21,6,-,Ragnarok,TV Show,Yes,31-Jan-20,3,17
5/30/21,7,-,The Kominsky Method,TV Show,Yes,16-Nov-18,2,8
5/30/21,8,8,Cocomelon,TV Show,,1-Jun-20,219,727
5/30/21,9,5,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,30,202
5/30/21,10,2,Who Killed Sara?,TV Show,Yes,24-Mar-21,39,282
5/31/21,1,-,Lucifer,TV Show,,15-Dec-18,24,176
5/31/21,2,-,Dog Gone Trouble,Movie,Yes,28-May-21,3,26
5/31/21,3,-,Home,Movie,,25-May-21,6,53
5/31/21,4,-,Blue Miracle,Movie,Yes,27-May-21,4,27
5/31/21,5,1,Army of the Dead,Movie,Yes,21-May-21,10,89
5/31/21,6,-,Ragnarok,TV Show,Yes,31-Jan-20,4,22
5/31/21,7,-,The Kominsky Method,TV Show,Yes,16-Nov-18,3,12
5/31/21,8,10,Cocomelon,TV Show,,1-Jun-20,220,730
5/31/21,9,6,The Mitchells vs. The Machines,Movie,Yes,30-Apr-21,31,204
5/31/21,10,2,Who Killed Sara?,TV Show,Yes,24-Mar-21,40,283
6/1/21,1,-,Lucifer,TV Show,,15-Dec-18,25,186
6/1/21,2,-,Dog Gone Trouble,Movie,Yes,28-May-21,4,35
6/1/21,3,-,Home,Movie,,25-May-21,7,61
6/1/21,4,-,Blue Miracle,Movie,Yes,27-May-21,5,34
6/1/21,5,1,Army of the Dead,Movie,Yes,21-May-21,11,95
6/1/21,6,-,Dirty John,TV Show,,25-Nov-19,1,5
6/1/21,7,-,Ragnarok,TV Show,Yes,31-Jan-20,5,26
6/1/21,8,-,The Kominsky Method,TV Show,Yes,16-Nov-18,4,15
6/1/21,9,10,Cocomelon,TV Show,,1-Jun-20,221,732
6/1/21,10,2,Who Killed Sara?,TV Show,Yes,24-Mar-21,41,284
6/2/21,1,-,Lucifer,TV Show,,15-Dec-18,26,196
6/2/21,2,-,Dog Gone Trouble,Movie,Yes,28-May-21,5,44
6/2/21,3,-,Dirty John,TV Show,,25-Nov-19,2,13
6/2/21,4,2,Home,Movie,,25-May-21,8,68
6/2/21,5,4,Cocomelon,TV Show,,1-Jun-20,222,738
6/2/21,6,-,Blue Miracle,Movie,Yes,27-May-21,6,39
6/2/21,7,1,Army of the Dead,Movie,Yes,21-May-21,12,99
6/2/21,8,-,Ragnarok,TV Show,Yes,31-Jan-20,6,29
6/2/21,9,-,The Kominsky Method,TV Show,Yes,16-Nov-18,5,17
6/2/21,10,3,Who Killed Sara?,TV Show,Yes,24-Mar-21,42,285
6/3/21,1,-,Lucifer,TV Show,,15-Dec-18,27,206
6/3/21,2,-,Dog Gone Trouble,Movie,Yes,28-May-21,6,53
6/3/21,3,-,Dirty John,TV Show,,25-Nov-19,3,21
6/3/21,4,2,Home,Movie,,25-May-21,9,75
6/3/21,5,4,Cocomelon,TV Show,,1-Jun-20,223,744
6/3/21,6,-,2 Hearts,Movie,,2-Jun-21,1,5
6/3/21,7,-,Ragnarok,TV Show,Yes,31-Jan-20,7,33
6/3/21,8,1,Army of the Dead,Movie,Yes,21-May-21,13,102
6/3/21,9,-,Blue Miracle,Movie,Yes,27-May-21,7,41
6/3/21,10,-,The Kominsky Method,TV Show,Yes,16-Nov-18,6,18
6/4/21,1,-,Lucifer,TV Show,,15-Dec-18,28,216
6/4/21,2,-,Dirty John,TV Show,,25-Nov-19,4,30
6/4/21,3,-,Dog Gone Trouble,Movie,Yes,28-May-21,7,61
6/4/21,4,1,Home,Movie,,25-May-21,10,82
6/4/21,5,-,2 Hearts,Movie,,2-Jun-21,2,11
6/4/21,6,6,Cocomelon,TV Show,,1-Jun-20,224,749
6/4/21,7,4,Ragnarok,TV Show,Yes,31-Jan-20,8,37
6/4/21,8,2,Army of the Dead,Movie,Yes,21-May-21,14,105
6/4/21,9,3,Blue Miracle,Movie,Yes,27-May-21,8,43
6/4/21,10,-,Kim's Convenience,TV Show,Yes,13-Jul-18,1,1
6/5/21,1,1,Lucifer,TV Show,,15-Dec-18,29,226
6/5/21,2,-,Sweet Tooth,TV Show,Yes,4-Jun-21,1,9
6/5/21,3,-,Dirty John,TV Show,,25-Nov-19,5,38
6/5/21,4,3,Dog Gone Trouble,Movie,Yes,28-May-21,8,68
6/5/21,5,2,Home,Movie,,25-May-21,11,88
6/5/21,6,8,Cocomelon,TV Show,,1-Jun-20,225,754
6/5/21,7,-,2 Hearts,Movie,,2-Jun-21,3,15
6/5/21,8,4,Army of the Dead,Movie,Yes,21-May-21,15,108
6/5/21,9,-,Monsters vs. Aliens,Movie,,1-Jun-21,1,2
6/5/21,10,-,Kim's Convenience,TV Show,Yes,13-Jul-18,2,2
6/6/21,1,-,Sweet Tooth,TV Show,Yes,4-Jun-21,2,19
6/6/21,2,1,Lucifer,TV Show,,15-Dec-18,30,235
6/6/21,3,-,Dirty John,TV Show,,25-Nov-19,6,46
6/6/21,4,-,2 Hearts,Movie,,2-Jun-21,4,22
6/6/21,5,2,Dog Gone Trouble,Movie,Yes,28-May-21,9,74
6/6/21,6,3,Home,Movie,,25-May-21,12,93
6/6/21,7,8,Cocomelon,TV Show,,1-Jun-20,226,758
6/6/21,8,-,Xtreme,Movie,Yes,4-Jun-21,1,3
6/6/21,9,4,Army of the Dead,Movie,Yes,21-May-21,16,110
6/6/21,10,-,Monsters vs. Aliens,Movie,,1-Jun-21,2,3
6/7/21,1,-,Sweet Tooth,TV Show,Yes,4-Jun-21,3,29
6/7/21,2,1,Lucifer,TV Show,,15-Dec-18,31,244
6/7/21,3,-,2 Hearts,Movie,,2-Jun-21,5,30
6/7/21,4,-,Dirty John,TV Show,,25-Nov-19,7,53
6/7/21,5,8,Cocomelon,TV Show,,1-Jun-20,227,764
6/7/21,6,3,Home,Movie,,25-May-21,13,98
6/7/21,7,2,Dog Gone Trouble,Movie,Yes,28-May-21,10,78
6/7/21,8,-,Xtreme,Movie,Yes,4-Jun-21,2,6
6/7/21,9,5,Army of the Dead,Movie,Yes,21-May-21,17,112
6/7/21,10,-,Monsters vs. Aliens,Movie,,1-Jun-21,3,4
6/8/21,1,-,Sweet Tooth,TV Show,Yes,4-Jun-21,4,39
6/8/21,2,1,Lucifer,TV Show,,15-Dec-18,32,253
6/8/21,3,-,2 Hearts,Movie,,2-Jun-21,6,38
6/8/21,4,6,Dirty John,TV Show,,25-Nov-19,8,60
6/8/21,5,9,Cocomelon,TV Show,,1-Jun-20,228,770
6/8/21,6,3,Home,Movie,,25-May-21,14,103
6/8/21,7,2,Dog Gone Trouble,Movie,Yes,28-May-21,11,82
6/8/21,8,-,Xtreme,Movie,Yes,4-Jun-21,3,9
6/8/21,9,-,Monsters vs. Aliens,Movie,,1-Jun-21,4,6
6/8/21,10,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,30-May-21,1,1
6/9/21,1,-,Sweet Tooth,TV Show,Yes,4-Jun-21,5,49
6/9/21,2,1,Lucifer,TV Show,,15-Dec-18,33,262
6/9/21,3,-,2 Hearts,Movie,,2-Jun-21,7,46
6/9/21,4,3,Dirty John,TV Show,,25-Nov-19,9,67
6/9/21,5,5,Cocomelon,TV Show,,1-Jun-20,229,776
6/9/21,6,4,Home,Movie,,25-May-21,15,108
6/9/21,7,2,Dog Gone Trouble,Movie,Yes,28-May-21,12,86
6/9/21,8,-,Xtreme,Movie,Yes,4-Jun-21,4,12
6/9/21,9,-,Monsters vs. Aliens,Movie,,1-Jun-21,5,8
6/9/21,10,7,Army of the Dead,Movie,Yes,21-May-21,18,113
6/10/21,1,-,Sweet Tooth,TV Show,Yes,4-Jun-21,6,59
6/10/21,2,-,Awake,Movie,Yes,9-Jun-21,1,9
6/10/21,3,1,Lucifer,TV Show,,15-Dec-18,34,270
6/10/21,4,5,Cocomelon,TV Show,,1-Jun-20,230,783
6/10/21,5,3,Dirty John,TV Show,,25-Nov-19,10,73
6/10/21,6,6,2 Hearts,Movie,,2-Jun-21,8,51
6/10/21,7,4,Home,Movie,,25-May-21,16,112
6/10/21,8,2,Dog Gone Trouble,Movie,Yes,28-May-21,13,89
6/10/21,9,-,Monsters vs. Aliens,Movie,,1-Jun-21,6,10
6/10/21,10,-,Bo Burnham: Inside,Stand-Up Comedy,Yes,30-May-21,2,2
6/11/21,1,-,Sweet Tooth,TV Show,Yes,4-Jun-21,7,69
6/11/21,2,-,Awake,Movie,Yes,9-Jun-21,2,18
6/11/21,3,-,Manifest,TV Show,,10-Jun-21,1,8
6/11/21,4,1,Lucifer,TV Show,,15-Dec-18,35,277
6/11/21,5,6,Cocomelon,TV Show,,1-Jun-20,231,789
6/11/21,6,2,Dirty John,TV Show,,25-Nov-19,11,78
6/11/21,7,5,2 Hearts,Movie,,2-Jun-21,9,55
6/11/21,8,4,Home,Movie,,25-May-21,17,115
6/11/21,9,3,Dog Gone Trouble,Movie,Yes,28-May-21,14,91
6/11/21,10,-,L.A.'s Finest,TV Show,,5-Jan-21,14,68
6/12/21,1,2,Sweet Tooth,TV Show,Yes,4-Jun-21,8,79
6/12/21,2,-,Manifest,TV Show,,10-Jun-21,2,17
6/12/21,3,-,Awake,Movie,Yes,9-Jun-21,3,26
6/12/21,4,-,Wish Dragon,Movie,Yes,11-Jun-21,1,7
6/12/21,5,-,Lupin,TV Show,Yes,8-Jan-21,15,93
6/12/21,6,6,Cocomelon,TV Show,,1-Jun-20,232,794
6/12/21,7,1,Lucifer,TV Show,,15-Dec-18,36,281
6/12/21,8,5,Home,Movie,,25-May-21,18,118
6/12/21,9,-,L.A.'s Finest,TV Show,,5-Jan-21,15,70
6/12/21,10,7,2 Hearts,Movie,,2-Jun-21,10,56
6/13/21,1,-,Manifest,TV Show,,10-Jun-21,3,27
6/13/21,2,1,Sweet Tooth,TV Show,Yes,4-Jun-21,9,88
6/13/21,3,-,Wish Dragon,Movie,Yes,11-Jun-21,2,15
6/13/21,4,-,Awake,Movie,Yes,9-Jun-21,4,33
6/13/21,5,-,Lupin,TV Show,Yes,8-Jan-21,16,99
6/13/21,6,7,Cocomelon,TV Show,,1-Jun-20,233,799
6/13/21,7,2,Lucifer,TV Show,,15-Dec-18,37,285
6/13/21,8,-,L.A.'s Finest,TV Show,,5-Jan-21,16,73
6/13/21,9,6,Home,Movie,,25-May-21,19,120
6/13/21,10,4,2 Hearts,Movie,,2-Jun-21,11,57
6/14/21,1,-,Manifest,TV Show,,10-Jun-21,4,37
6/14/21,2,1,Sweet Tooth,TV Show,Yes,4-Jun-21,10,97
6/14/21,3,-,Wish Dragon,Movie,Yes,11-Jun-21,3,23
6/14/21,4,-,Awake,Movie,Yes,9-Jun-21,5,40
6/14/21,5,-,Lupin,TV Show,Yes,8-Jan-21,17,105
6/14/21,6,5,Cocomelon,TV Show,,1-Jun-20,234,804
6/14/21,7,2,Lucifer,TV Show,,15-Dec-18,38,289
6/14/21,8,-,L.A.'s Finest,TV Show,,5-Jan-21,17,76
6/14/21,9,-,A Haunted House 2,Movie,,10-Jun-21,1,2
6/14/21,10,6,Home,Movie,,25-May-21,20,121
6/15/21,1,-,Manifest,TV Show,,10-Jun-21,5,47
6/15/21,2,-,Wish Dragon,Movie,Yes,11-Jun-21,4,32
6/15/21,3,1,Sweet Tooth,TV Show,Yes,4-Jun-21,11,105
6/15/21,4,-,Lupin,TV Show,Yes,8-Jan-21,18,112
6/15/21,5,-,Awake,Movie,Yes,9-Jun-21,6,46
6/15/21,6,5,Cocomelon,TV Show,,1-Jun-20,235,809
6/15/21,7,2,Lucifer,TV Show,,15-Dec-18,39,293
6/15/21,8,-,L.A.'s Finest,TV Show,,5-Jan-21,18,79
6/15/21,9,-,A Haunted House 2,Movie,,10-Jun-21,2,4
6/15/21,10,-,The Devil Below,Movie,,13-Jun-21,1,1
6/16/21,1,-,Manifest,TV Show,,10-Jun-21,6,57
6/16/21,2,-,Wish Dragon,Movie,Yes,11-Jun-21,5,41
6/16/21,3,1,Sweet Tooth,TV Show,Yes,4-Jun-21,12,113
6/16/21,4,-,Lupin,TV Show,Yes,8-Jan-21,19,119
6/16/21,5,-,Workin____ Moms,TV Show,Yes,22-Feb-19,7,34
6/16/21,6,5,Cocomelon,TV Show,,1-Jun-20,236,814
6/16/21,7,2,Lucifer,TV Show,,15-Dec-18,40,297
6/16/21,8,-,Awake,Movie,Yes,9-Jun-21,7,49
6/16/21,9,-,L.A.'s Finest,TV Show,,5-Jan-21,19,81
6/16/21,10,-,The Devil Below,Movie,,13-Jun-21,2,2
6/17/21,1,-,Manifest,TV Show,,10-Jun-21,7,67
6/17/21,2,-,Wish Dragon,Movie,Yes,11-Jun-21,6,50
6/17/21,3,1,Sweet Tooth,TV Show,Yes,4-Jun-21,13,121
6/17/21,4,-,Workin____ Moms,TV Show,Yes,22-Feb-19,8,41
6/17/21,5,-,Lupin,TV Show,Yes,8-Jan-21,20,125
6/17/21,6,4,Cocomelon,TV Show,,1-Jun-20,237,819
6/17/21,7,3,Lucifer,TV Show,,15-Dec-18,41,301
6/17/21,8,-,The Devil Below,Movie,,13-Jun-21,3,5
6/17/21,9,-,L.A.'s Finest,TV Show,,5-Jan-21,20,83
6/17/21,10,2,Awake,Movie,Yes,9-Jun-21,8,50
6/18/21,1,3,Manifest,TV Show,,10-Jun-21,8,77
6/18/21,2,-,Wish Dragon,Movie,Yes,11-Jun-21,7,59
6/18/21,3,1,Sweet Tooth,TV Show,Yes,4-Jun-21,14,129
6/18/21,4,-,Workin____ Moms,TV Show,Yes,22-Feb-19,9,48
6/18/21,5,5,Cocomelon,TV Show,,1-Jun-20,238,825
6/18/21,6,-,Lupin,TV Show,Yes,8-Jan-21,21,130
6/18/21,7,-,Black Summer,TV Show,Yes,11-Apr-19,1,4
6/18/21,8,4,Lucifer,TV Show,,15-Dec-18,42,304
6/18/21,9,-,Ragnarok,TV Show,Yes,31-Jan-20,9,39
6/18/21,10,10,L.A.'s Finest,TV Show,,5-Jan-21,21,84
6/19/21,1,-,Fatherhood,Movie,Yes,18-Jun-21,1,10
6/19/21,2,2,Manifest,TV Show,,10-Jun-21,9,86
6/19/21,3,4,Wish Dragon,Movie,Yes,11-Jun-21,8,67
6/19/21,4,1,Sweet Tooth,TV Show,Yes,4-Jun-21,15,136
6/19/21,5,6,Cocomelon,TV Show,,1-Jun-20,239,831
6/19/21,6,-,Workin____ Moms,TV Show,Yes,22-Feb-19,10,53
6/19/21,7,-,Black Summer,TV Show,Yes,11-Apr-19,2,8
6/19/21,8,-,___ite,TV Show,Yes,5-Oct-18,1,3
6/19/21,9,-,Ragnarok,TV Show,Yes,31-Jan-20,10,41
6/19/21,10,5,Lupin,TV Show,Yes,8-Jan-21,22,131
6/20/21,1,-,Fatherhood,Movie,Yes,18-Jun-21,2,20
6/20/21,2,1,Manifest,TV Show,,10-Jun-21,10,95
6/20/21,3,3,Wish Dragon,Movie,Yes,11-Jun-21,9,75
6/20/21,4,2,Sweet Tooth,TV Show,Yes,4-Jun-21,16,143
6/20/21,5,-,Black Summer,TV Show,Yes,11-Apr-19,3,14
6/20/21,6,-,___ite,TV Show,Yes,5-Oct-18,2,8
6/20/21,7,6,Cocomelon,TV Show,,1-Jun-20,240,835
6/20/21,8,-,Workin____ Moms,TV Show,Yes,22-Feb-19,11,56
6/20/21,9,-,Ragnarok,TV Show,Yes,31-Jan-20,11,43
6/20/21,10,5,Lupin,TV Show,Yes,8-Jan-21,23,132
6/21/21,1,-,Fatherhood,Movie,Yes,18-Jun-21,3,30
6/21/21,2,1,Manifest,TV Show,,10-Jun-21,11,104
6/21/21,3,3,Wish Dragon,Movie,Yes,11-Jun-21,10,83
6/21/21,4,2,Sweet Tooth,TV Show,Yes,4-Jun-21,17,150
6/21/21,5,-,Black Summer,TV Show,Yes,11-Apr-19,4,20
6/21/21,6,-,___ite,TV Show,Yes,5-Oct-18,3,13
6/21/21,7,6,Cocomelon,TV Show,,1-Jun-20,241,839
6/21/21,8,-,The World_____ Most Amazing Va__,TV Show,Yes,18-Jun-21,1,3
6/21/21,9,-,Workin____ Moms,TV Show,Yes,22-Feb-19,12,58
6/21/21,10,-,Ragnarok,TV Show,Yes,31-Jan-20,12,44
6/22/21,1,-,Fatherhood,Movie,Yes,18-Jun-21,4,40
6/22/21,2,1,Manifest,TV Show,,10-Jun-21,12,113
6/22/21,3,2,Wish Dragon,Movie,Yes,11-Jun-21,11,91
6/22/21,4,3,Sweet Tooth,TV Show,Yes,4-Jun-21,18,157
6/22/21,5,-,___ite,TV Show,Yes,5-Oct-18,4,19
6/22/21,6,6,Cocomelon,TV Show,,1-Jun-20,242,844
6/22/21,7,-,Black Summer,TV Show,Yes,11-Apr-19,5,24
6/22/21,8,-,Workin____ Moms,TV Show,Yes,22-Feb-19,13,61
6/22/21,9,-,The World_____ Most Amazing Va__,TV Show,Yes,18-Jun-21,2,5
6/22/21,10,-,Ragnarok,TV Show,Yes,31-Jan-20,13,45
6/23/21,1,-,Fatherhood,Movie,Yes,18-Jun-21,5,50
6/23/21,2,1,Manifest,TV Show,,10-Jun-21,13,122
6/23/21,3,2,Wish Dragon,Movie,Yes,11-Jun-21,12,99
6/23/21,4,6,Cocomelon,TV Show,,1-Jun-20,243,851
6/23/21,5,3,Sweet Tooth,TV Show,Yes,4-Jun-21,19,163
6/23/21,6,-,___ite,TV Show,Yes,5-Oct-18,5,24
6/23/21,7,-,The World_____ Most Amazing Va__,TV Show,Yes,18-Jun-21,3,9
6/23/21,8,-,Black Summer,TV Show,Yes,11-Apr-19,6,27
6/23/21,9,5,Workin____ Moms,TV Show,Yes,22-Feb-19,14,63
6/23/21,10,7,Lucifer,TV Show,,15-Dec-18,43,305
6/24/21,1,1,Manifest,TV Show,,10-Jun-21,14,132
6/24/21,2,-,Fatherhood,Movie,Yes,18-Jun-21,6,59
6/24/21,3,-,Too Hot to Handle,TV Show,Yes,17-Apr-20,16,96
6/24/21,4,6,Cocomelon,TV Show,,1-Jun-20,244,858
6/24/21,5,2,Wish Dragon,Movie,Yes,11-Jun-21,13,105
6/24/21,6,-,Good on Paper,Movie,Yes,23-Jun-21,1,5
6/24/21,7,3,Sweet Tooth,TV Show,Yes,4-Jun-21,20,167
6/24/21,8,-,___ite,TV Show,Yes,5-Oct-18,6,27
6/24/21,9,-,The World_____ Most Amazing Va__,TV Show,Yes,18-Jun-21,4,11
6/24/21,10,-,Black Summer,TV Show,Yes,11-Apr-19,7,28
6/25/21,1,1,Manifest,TV Show,,10-Jun-21,15,142
6/25/21,2,-,Fatherhood,Movie,Yes,18-Jun-21,7,68
6/25/21,3,-,Too Hot to Handle,TV Show,Yes,17-Apr-20,17,104
